speech_date,text,speaker_party,speaker_riding,speaker_name,speaker_gender
2018-10-16,"Mr. Speaker, I am glad that my colleague is in robust health. As he can see, my hairline is taking the same trajectory that his has taken. I do not know if that makes us wiser or just more experienced on the campaign trail.
However, I can tell the member that everybody's experience when it comes to unwanted approaches in the workplace must be taken with the seriousness that they deserve and they must be investigated. What we are talking about here in Bill C-65 is one regime to stop workplace violence, to help people who are subject to it, and to make sure that our political staff on the Hill and in our constituencies are afforded the same rights, protections and safety as all Canadians.",Liberal,Edmonton Centre,Randy Boissonnault,Man
2018-10-16,"Mr. Speaker, I would like to thank my hon. colleague and his colleagues for their support on this bill.
What we heard from witnesses was quite clear: when someone is a victim of harassment in the workplace, it is extremely personal and traumatizing, so protecting victims' privacy is paramount. We therefore think it is important that these individuals have access to all the support they need.",Liberal,Edmonton Centre,Randy Boissonnault,Man
2018-10-16,"Mr. Speaker, I am very proud to stand today and reflect on the speech my colleague from Edmonton Centre gave earlier today when he spoke about the need for a sense of belonging in the workplace, tolerance and inclusion. I am wondering if the member could tell us how Bill C-65 will change the role of workplace committees in investigating harassment allegations.",Liberal,New Brunswick Southwest,Karen Ludwig,Woman
2018-10-16,"Mr. Speaker, what is really important about Bill C-65 is our new approach to workplace committees and their role in investigating alleged harassment in the workplace. 
In the consultations that were held across the country, it was very clear that a matter of allegation of harassment or unwanted sexual touching in the workplace is so serious and such a private matter that our government has decided it is best for the individual to be able to raise this with one person in the workplace and not involve a whole workplace committee. Many people who said they were victims of workplace harassment did not bring it forward because they did not want a whole workplace committee involved in the investigation process.
It is important to note that should an alleged victim want to have someone accompany him or her in that process, the person is able to do so but that is the person's choice. It is not an automatic role and the workplace committees will not have involvement in that process.",Liberal,Edmonton Centre,Randy Boissonnault,Man
2018-10-16,"Mr. Speaker, I mentioned earlier how historic this legislation actually is. It deals with a very important social issue and it will make our workforce a happier place to be in. Perhaps the member could comment on the significance of the legislation. We had all-party support inside the chamber and even from the other place.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-10-16,"Mr. Speaker, when I became a member of Parliament, I was surprised, even shocked, at the lack of protections that were afforded to parliamentary staff both here on the Hill and in our constituency offices in terms of the safety provisions in place for them, in terms of the regime that existed for protecting people against unwanted sexual advances in the workplace. 
Bill C-65 is a historic change. It is one regime. It extends to parliamentary staff both on Parliament Hill and in our constituency offices. I think it boils down to three verbs: prevent, respond, support. We are preventing incidents of harassment and violence from occurring. We are responding effectively to them when they do occur. We are supporting employees affected by harassment and violence, and protecting their privacy. That includes LGBTQ2 Canadians, indigenous Canadians, all staff in federally regulated agencies and in parliamentary offices. It is about time.",Liberal,Edmonton Centre,Randy Boissonnault,Man
2018-10-16,"Mr. Speaker, having had the opportunity to sit through much of the testimony when the bill went to committee, I know that the member is aware of some of the research and the testimony that has been shared. A common theme that went through the entire session was that it is important to get this done now.
I would ask the member to elaborate on why this is essential, why this piece of legislation is so significant and why it is imperative that we move this forward as a House here today.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-10-16,"Mr. Speaker, I thank the hon. parliamentary secretary for his diligent work on this file.
It is 2018. We are living through the #MeToo movement. I want every woman, every man, every gender non-binary person who works in a Parliament Hill office or in a constituency office, and any person who works in a federally regulated agency to know that they can go to the workplace and feel safe, be safe, and should the unfortunate incident of an unwanted sexual advance happen, they know their workplace is equipped, trained, ready to respond, and able to support them so that they can get through this unwanted issue quickly, and that the preventative aspect of this is in place and that all of us receive training.
 It is a historic opportunity to get something right. It is one regime. It protects Canadians. It is about time.",Liberal,Edmonton Centre,Randy Boissonnault,Man
2018-10-16,"Mr. Speaker, the member across the way never ceases to surprise me when she addresses legislation or other matters in the House, because she is always inclined to make it personal and to attack. 
If we look at what we are debating today, it is a very progressive piece of legislation that those who are following the debate should understand is good, sound, solid legislation. It has the support of the Senate. It has the support of individuals on all sides of this House. However, once again, true to the messaging from Stephen Harper, we have targeting or attacking in a personal way, whether it is the Prime Minister or the Minister of Finance. Attacking through character assassination is what I have made reference to in the past.
I am wondering if I could get my colleague across the way to stop the personal character assassination for today, or at least up to this point, and to maybe comment on how this bill is being received quite well among the public. In fact, what we will see is a healthier workforce as a direct result of this. Maybe she can save some of that personal character assassination for another day.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-10-16,"Mr. Speaker, the agriculture committee is studying mental health right now. Something I did not hear in the member's speech that maybe she could comment on are the mental health impacts on women when harassment and violence occur. There are impacts on businesses. It stops people from reaching their full potential. It stops business growth and does not do much good in the workplace. What about the individuals who are impacted and the mental health concerns I have around what happens to them personally?",Liberal,Guelph,Lloyd Longfield,Man
2018-10-16,"Mr. Speaker, I would ask my colleague to elaborate a little on Bill C-65. Throughout her speech, I did not hear a whole lot of substance about Bill C-65. Rather, I heard a lot of accusations and character attacks against the sitting Prime Minister. Maybe she would like to take a bit of extra time and actually focus on Bill C-65.",Liberal,Tobique—Mactaquac,TJ Harvey,Man
2018-10-16,"Mr. Speaker, I wonder if my colleague across the way could provide her thoughts as to some of the mechanisms in the legislation that would be utilized by individuals in the workplace.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-10-16,"Mr. Speaker, I thank to the hon. member for the level of debate we are having. He mentioned the finger pointing and screaming that goes on in this place. An hour ago we had question period and one of the things I have been very disappointed in since I was elected is the discourse during question period and how members harass, yell, scream and try to belittle other members to try to build themselves up.
This legislation seeks to build up people around us and the impact that we have on people around us through our actions and words to build them up versus tear them down. Could the hon. member comment on the Parliamentary Employment and Staff Relations Act where we have to behave consistently whether we are in this place as members of Parliament talking to each other or whether we are in our offices as members of Parliament speaking with our staff? In either case, we have to look at our impact on the other people around us, at their mental health and their ability to do their jobs.",Liberal,Guelph,Lloyd Longfield,Man
2018-10-16,"Mr. Speaker, I want to thank the hon. member for her contribution this afternoon and particularly for her comments with respect to amendment 5(a). I also had some struggles with that amendment, but thinking along the lines of the person in the workplace, how important it is to protect that person so as complaints are coming forward we are not aggravating an already terrible situation but we are bringing things into a private area where we can have honest and frank discussions and try to de-escalate what is going on in the workplace.
Could the hon. member talk about the impact this legislation might have on the perpetrators of violence in the workplace? How can we try to de-escalate their behaviour which in many cases has been lifelong behaviour?",Liberal,Guelph,Lloyd Longfield,Man
2018-10-16,"Mr. Speaker, I had the opportunity to sit in on quite a bit of the testimony and the member's colleague from Jonquière made a considerable contribution not just to the legislation but throughout the hearing process. I know the member worked very hard on this particular piece. 
The one way in which we are fortunate is that all parties see the merit, the significance and the importance of this.
The member raised the point that at committee there were concerns raised throughout the testimony that the witnesses believed that if information was shared with the committee it might be less likely for people who experienced harassment or assault to come forward because everybody in the office would know about it. Does she see the challenge in that or does she see the merit in the position that they would sooner have a trusted arbitrator as opposed to a committee?",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-10-16,"Mr. Speaker, my NDP colleague voiced concern about whether resources would follow this legislation. I will put on the record for clarification that in budget 2018, our government announced it was providing $35 million over five years, starting in 2018-19, with $7.4 million per year ongoing to support Bill C-65. That money would be used to develop training programs for labour program inspectors; create an awareness campaign; provide educational materials, tools and workplace priorities; hire additional labour program investigators; put in place an outreach hub accessible through a 1-800 number; and support regulatory development and enforcement activities. I want to ensure he understands that those would be available.
Beyond that, what came out in much of the testimony was the importance of changing our culture. One piece of legislation will not do that. I would ask the member if he sees a shift and different approach throughout workplace culture happening and evolving.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-10-16,"Mr. Speaker, it is my pleasure to stand and contribute to this debate today.
 We are having a fairly productive debate on the legislation. The fact that it is being supported by all parties in the House is good news. It is good news that has been reported. The editorial in the Hill Times identified and applauded all members for coming together. It said “MPs from all sides of the House are getting behind this landmark legislation” and that “should be applauded.” Of course, the Hill Times is the de facto authority on what should and should not happen on the Hill, so I thank the Hill Times for that. 
I have some prepared comments, but first I want to ensure this is not a silver bullet. It has been referred to as landmark legislation. I think we can agree that it has been proven necessary and it is a tremendous step forward, but so much more has to be done. 
Just recently, I was able to meet with Canada building trades and we talked about women in the workforce. We talked about under-represented groups in the workforce, indigenous Canadians, women, young Canadians, persons with disabilities, and how today's workforce could better reflect today's society. We talked at great length about recruiting those groups to the building trades, but it goes beyond that.
 As a party and a government, we have done some very positive things and have put programs out there that encourage those under-represented groups to engage and get the training and support they need as they develop the skills to become important and contributing members of the workforce.
 However, it is important as well not only to recruit, but to retain those workers. When people invest in themselves to take that training, when a company invests in them to provide that training to have good, skilled and productive workers, then it is important that the culture around those workers is a positive and enabling culture that allows those workers to grow, prosper and be more productive. Therefore, it is not just the recruitment, but the retention of those workers is paramount. The building trades themselves have tried some very novel and progressive measures, but we still see only 4% women in those trades. 
I had the opportunity to work in Fort McMurray for 10 years. For the first couple of years, I worked with LiUNA in the Great Canadian Oil Sands, now Suncor. It was an opportunity to see a part of the world that has been such a great asset to our country. The oil sands have really been a nation builder. When I think back to those days, sitting around the lunchroom table or on the shop floor, there was not a whole lot of diversity. I do not know if the culture would have been one that would have promoted or helped to nurture any type of diversity. 
We are faced with a great predicament. Youth unemployment rates in the country are at a 40-year low right now. More young people are working and unemployment rates are at record lows. 
This presents a whole new problem, which is where we get our workforce and how we grow our workforce. How do we make sure that those under-represented groups have the opportunity that has been denied to many, for many years? Giving them that opportunity is positive for the individual. It is positive for the company. It is positive for the Canadian economy. 
We have to do what we can to make sure they are given the opportunity, that they have the skills they need to perform the job, and that the culture they work in is positive and supportive. This proposed piece of legislation takes us on a path toward helping to find that place where everybody on that shop floor or in that office space stands as an equal, is respected and is treated with dignity.
The witness list for the committee was pretty impressive. I was at most of the meetings, and one of the things I was most taken by was the testimony from those who had experienced sexual harassment and sexual assault. Their testimony was given to the committee. It was absolutely confidential. It was very compelling, moving and disturbing. 
Every member around that table from all parties paid notice to this. Hopefully, those horrible situations that those witnesses shared with us will be of benefit to other Canadians as we go forward.
To get to my prepared comments, I am pleased to be among those rising today to speak to Bill C-65. As some of my hon. colleagues have mentioned, our government believes that the bill we have put before the House today is an exceptionally strong piece of proposed legislation that will make a real difference in the lives of thousands of Canadians working in federally regulated workplaces and right here in our own workplace on Parliament Hill. We also firmly believe that this proposed legislation will make a difference in the lives of many who hear our government's message of support and who feel encouraged by our refusal to tolerate these toxic, destructive behaviours any longer. 
It takes a great deal of courage to come forward. We can all agree that the #MeToo and Time's Up movements have helped reduce some of the stigma associated with being a victim. We have made progress over the course of the last year, since workplace harassment and violence came into the spotlight and more people started to speak about their experiences and to speak out against these behaviours. However, there is still much work to be done. 
The reality is that many individuals still fear coming forward. Some fear reprisal at work or even losing their job. Some fear embarrassment. Others fear they will not be taken seriously, or that they will be blamed. Many individuals fear all of these things, and when they weigh the risks against the benefits when deciding whether or not to come forward, they decide that it simply is not worth it, because they believe that in the end it will not make any difference anyway. That is unfortunate.
Unfortunately, history has proven that these fears are completely founded. This is why we need Bill C-65. I believe this proposed legislation is exactly what is required to help put these fears to rest once and for all, and to empower those who feel powerless in the wake of the reprehensible transgressions of others that we can no longer afford to tolerate.
It is a strong piece of legislation that has been made stronger over the course of the last year, since it was first tabled. The dedication of the members in the House and the others who contributed their careful study of the bill, as well as the generosity of the many witnesses who informed that study, have resulted in important amendments. Amendments were made as the bill passed through the chamber, and several more were proposed as it passed through the Senate.
As detailed by several of my hon. colleagues, our government supports a number of these amendments. The amendments we are accepting help us to strike a balance between what different stakeholders told us at committee. We need a strong bill that can reflect real cultural change, that provides employees with the protections and support they need, and that provides clear direction to employers on what they are required to do.
However, as mentioned, we do not support all the amendments. While all of the other chamber's proposed amendments stem from laudable goals and are certainly noble in their principle, we believe that some would be ineffective in practice, particularly those amendments that could compromise the clarity of the bill's intent. The need for such clarity was emphasized by various stakeholders, including employers and employees' representatives, time and again during the committee meetings.
I hope the Senate will consider our reasoning and understand our rationale. I truly believe that we have done our best in our role as parliamentarians to make this the strongest bill possible. We are now at a point where we must make a decision that will move the bill forward, bringing us one step closer to royal assent and ultimately implementation of this important legislation.
We need the bill in place as soon as possible. This is why I urge all in this chamber to vote in favour of the message our government intends to send back to the Senate. We cannot afford to wait any longer for the bill to be in place, and the reality is that implementation will take time. Anyone who has been in this chamber for any length of time can certainly appreciate that. Beyond the practical challenge of putting into place the regulations and completing the necessary outreach and education, it takes time to effect the kind of lasting cultural change we hope to accomplish with Bill C-65. 
On another practical note, I would like to remind my hon. colleagues that the bill could be amended down the road if it becomes clear that adjustments are necessary. In fact, one of the amendments our government is proposing to accept would facilitate such a course of action. 
I am referring to the Senate's proposed amendment to have the minister's annual report contain statistical data related to harassment and violence categorized according to prohibited grounds of discrimination under the Canadian Human Rights Act. Information that is categorized according to prohibited grounds of discrimination under CHRA includes such information as race, national or ethnic origin, colour, religion, sexual orientation, gender identity or expression, disability and others.
The collection of this information, provided voluntarily to avoid encroaching on the privacy of those affected, will enable us to identify with greater certainty whether or not Bill C-65 is fulfilling its intended purpose. This will particularly affect individuals who generally experience higher levels of workplace harassment and violence, such as those who identify as members of the LGBTQ2 community. Any members who were in the chamber earlier today, when my colleague from Edmonton Centre gave his speech, will remember that it was pretty enlightening.
We find that certain groups and individuals continue to experience higher levels of harassment and violence. We could look at ways to better protect them in the future. What we need right now is better protections for employees in federally regulated and parliamentary workplaces and we need those protections in place as soon as possible.
 With these points in mind, I once again urge everyone here today to help move this bill forward by voting in favour of the message to be sent to the other chamber. Canadians are counting on us to do this. I ask all to consider that as we go forward with the vote on this legislation.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-10-16,"Mr. Speaker, there were a number of amendments brought forward. The Senate proposed 10 amendments. We accepted four outright and amended a fifth going forward. We would hope that the Senate sees the merit and the rationale why we will not support the other five. As the member for Foothills indicated, a number of amendments were from the NDP member for Jonquière.
 Another amendment was put forward by the Conservative Party. I am not sure if it was the member for Bellechasse—Les Etchemins—Lévis or if it was the member for Battlefords—Lloydminster who put forward that particular amendment. We felt that it was well reasoned, well argued and added to the legislation. At committee the vote was unanimous to accept that amendment. We think it will further enhance the legislation.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-10-16,"Mr. Speaker, the member for Edmonton Strathcona, who recently announced she would not seek re-election, will be missed in the chamber. She has always been thoughtful and well prepared in her interventions here, especially on environmental topics, but really on a broad range of things. She has been a great member of Parliament.
There has been a mishmash of policies. Debi Daviau, from PIPSC, summed it up pretty good. She liked the new bill and said that it was a major improvement. She said that public servants have a process that just does not work and that it is very difficult to address harassment through the existing mechanisms, as the process is largely internal and left to the discretion of management.
What the legislation would do is formalize a lot of the stuff that has been out there. I think it will have a significant impact on the broader workforce in this country. I was impressed that many of the people and organizations that testified during the committee's work on the bill were really ahead of where the government has been. Many of the banks have very well defined programs and policies in place, which have been part of their culture for many years. There will be some sectors that will obviously be playing catch up.
Beyond this, there is always the Canada Labour Code. We can agree that we are very fortunate that the Canada Labour Code is that safety net for all workers in this country. There are exceptions and anomalies, but by in large, the Canada Labour Code is one that allows workers in this country to go to work and feel safe, that they are going to have a good opportunity to return home at the end of the day. 
Those provisions within the code would still be in place and will always be there, but the five-year provision for revision has been an excellent part of this legislation. The member mentioned what is going on south of border, and there is nothing more troubling. For Lent this year, I gave up watching CNN and screaming at the television. It is great for the soul. When we look at cyber-bullying and how the workforce has changed over the last number of years, the five-year review will be of benefit and has really enhanced this legislation.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-10-16,"Mr. Speaker, since this bill would affect mostly federal jobs, in the member's experience in the House as a parliamentarian, would he say that these regulations would eventually trickle down to the provincial level or the private sector? How does he see this in the future protecting workers in all walks of life in Canada?",Liberal,Miramichi—Grand Lake,Pat Finnigan,Man
2018-10-16,"Mr. Speaker, as I indicated previously, there are some federal corporations and even some federal sectors that have been ahead of the federal government on this. They have gone out and developed their own policies around this. They know that a workforce that shows up for work and is in a safe, healthy, supportive and positive environment looks forward to going to work each day. When we see that happening, it is a productive workforce. Many of those sectors have gone forward and developed their own policies around that, but with the federal legislation, I think it would be a matter of growing and learning. As the whole issue around harassment and abuse has come to light of late, we believe the bill will have a great impact down the road.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-10-16,"Madam Speaker, the potential impact of this legislation is fairly significant. I referenced in previous comments that it is somewhat historic as we try to improve the workforce and the quality of life for individuals in the workforce. It has been fairly well received by the population as a whole. We have seen good support coming from the Senate. We have all-party support in the chamber on this important legislation. 
How important is it that we go beyond this to look at what provincial entities might be able to do? I think of provincial legislatures and so forth. Ottawa is playing a very strong national role, but there is also room for other stakeholders to play a role at the same time.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-10-16,"Madam Speaker, I listened intently to the presentation by the member opposite.
Before I became a politician I used to run a large health organization and I know how important it is to have proper frameworks in place to deal with harassment, sexual harassment and violence in the workplace.
What I personally like about this particular legislation is that it would ensure that employees receive training, that employers undergo training themselves, and that it directs there be fast and timely responses to incidents of harassment and violence, and then, of course, that employees who have been subjected to harassment or violence be properly supported. 
Those are critical elements, but to me the most important thing is education and awareness of what sexual harassment is and how it is perceived. These are important elements that come in early on.
Has the member opposite taken her staff through sexual harassment training? Has she herself had that training? Has she begun to develop her own office culture around this kind of bill, because those employees now fall under the definition of this legislation?",Liberal,Oakville,John Oliver,Man
2018-10-16,"Madam Speaker, I will be sharing my time with my colleague for Winnipeg Centre.
I am pleased to provide some perspective on some of the amendments proposed as part of the other chamber's consideration of Bill C-65. 
The issue of workplace harassment and violence is complex. The measures required to eradicate these behaviours must take many factors into consideration. For example, women tell us that they do not come forward because they feel that it is not worth the risk or it is embarrassing. Many fear potential consequences. Perhaps most disappointing is that many simply do not believe that coming forward will make a difference. 
Reporting an incident requires courage. Women fear reprisals or even losing their jobs, and the stigma associated with being a victim can make it extremely difficult to report an incident. It is clear that if people know that they can come forward without fear of being identified, it will reduce their hesitation around speaking out. 
One of the key elements of this proposed legislation is support for affected employees. Privacy is integral to that support. We believe that the success of Bill C-65 is closely linked to ensuring the privacy of those involved in incidents of harassment and violence. It is with this perspective that we considered some of the other chamber's proposed amendments. 
The other chamber put forward two amendments that proposed that the minister's annual report and the annual report prepared by the Federal Public Sector Labour Relations and Employment Board contain statistical data related to harassment and violence, categorized according to prohibited grounds of discrimination under the Canadian Human Rights Act. Information categorized according to prohibited grounds of discrimination under the CHRA would include information such as race, national or ethnic origin, colour, religion, sexual orientation, gender identity or expression, disability and others. 
Our government supports the amendment being proposed with respect to including this information in the minister's annual report. However, we do not support the amendment to the section that would apply to the Federal Public Sector Labour Relations and Employment Board's annual report. I will explain.
The first amendment proposed relates to the annual report the Minister of Labour would publish each year providing data on incidents of harassment and violence in federally regulated workplaces, including parliamentary workplaces. The proposed amendment would require that the data collected from employers for the annual report by the Minister of Labour include information on whether the incident could be considered a prohibited ground of discrimination. This would provide very useful information on the nature of these incidents so that together, we could work to prevent their occurrence. 
However, we also recognize that collecting this data would represent certain risks to colleagues. Perhaps the most pressing would be the risk to the privacy of the individuals providing the information. This is particularly true for smaller organizations with fewer employees, where the risk of being identified is very real. To mitigate this risk, the provision of this information would be entirely voluntary. It would be up to the employees to decide whether they felt comfortable disclosing any details about themselves that could potentially identify them down the road. We feel that this is the best approach.
We felt it was important to support acceptance of the amendment to include the data in the minister's annual report because we believe that this risk would be effectively mitigated, and because the potential benefits are significant. 
The data that would be collected could be used to determine whether Bill C-65 is doing the job it is supposed to do, particularly for those who are most vulnerable to incidents of workplace harassment and violence. This data, which would cover incidents in both federally regulated and parliamentary workplaces, could be used to make adjustments if there is evidence that this is not the case.
Our government is committed to making evidence-based policy decisions. The more data we have to work with in the future, the better our ability to do just that. However, as I mentioned, we do not support the other place's proposed amendment to require that the statistical data in the board's annual report include information that is categorized on the same grounds. While we support the intention of the amendment, we do not think it would be feasible. The report that is produced by the board captures only appeals made in relation to part II of the code. Only a smaller subset of those appeals would apply to harassment and violence. These appeals would not relate to investigations of the incidents themselves, but whether or not the process to deal with the incident under the code has been followed.
Given that the report would cover only the appeals that the board hears, and these appeals would relate to the process followed, the dataset would be far too small to report according to prohibited grounds of discrimination without revealing the identities of the individuals involved. I think we would all agree that breaching privacy and in any way discouraging individuals from coming forward is the last thing we want to do. 
Let me be clear. This report by the board would only capture appeals, it would not capture the total number of incidents of harassment and violence occurring in parliamentary workplaces. Those incidents would be captured in the previously mentioned minister's report. 
We know that these behaviours are not exclusive to our workplaces. However, with the rise of movements such as # MeToo and # TimesUp, we are understanding where we need to act and how we need to enable people to come forward. This legislation would help to create a culture where certain behaviours are simply not tolerated.
 This is what Bill C-65 would help accomplish: a profound change in culture, a culture where people work in a safe workplace, one that is free from harassment or violence. For this to happen, people need the option of reporting reprehensible behaviour without fear of retaliation. Bill C-65 would help ensure that is the case.",Liberal,Mission—Matsqui—Fraser Canyon,Jati Sidhu,Man
2018-10-16,"Madam Speaker, Bill C-65 is trying to create a single, integrated regime that would protect federally regulated employees from harassment and violence in the workplace. We are trying to create a level playing field so that harassment and violence is reduced in the workplace, regardless of whether the employee is parliamentary staff, exempt staff, an employee of a Crown corporation or part of the federal public service.",Liberal,Mission—Matsqui—Fraser Canyon,Jati Sidhu,Man
2018-10-16,"Madam Speaker, it is very important that we ensure that victims feel supported when they come forward. Bill C-65 would ensure that victims are provided with adequate assistance and that workplace committees were put in place to help support victims.",Liberal,Mission—Matsqui—Fraser Canyon,Jati Sidhu,Man
2018-10-16,"Madam Speaker, I am going to get to the bottom of why Bill C-65 was introduced. Research shows that harassment and violence in Canadian workplaces is persistent, and often incidents go underground, because people fear retaliation. Bill C-65 seeks to create an environment and culture that would make victims feel safe coming forward. It is extremely important for employees to come forward without fear of retaliation.",Liberal,Mission—Matsqui—Fraser Canyon,Jati Sidhu,Man
2018-10-16,"Madam Speaker, I would like to thank the member for Mission—Matsqui—Fraser Canyon for his speech.
[Member spoke in Cree]
[Translation]
I am very proud to be here today.
As leaders at all levels of society, as leaders in all organizations, as leaders in our communities, we have an individual and collective responsibility to ensure a harassment- and violence-free workplace. Too many women and men suffer harassment and violence in the workplace, and no one should be exempt.
I am also extremely proud to have the opportunity to talk about Bill C-65, which amends the Canada Labour Code, the Parliamentary Employment and Staff Relations Act, and the Budget Implementation Act, 2017, No. 1, to eradicate harassment and violence from federally regulated workplaces, including the federal public service and parliamentary workplaces.
Bill C-65 draws on existing Canada Labour Code provisions pertaining to violence and sexual harassment to design a comprehensive approach that covers all forms of violence and harassment, from bullying and teasing to sexual harassment and physical violence.
This bill also applies to all health and safety protections, including measures relating to harassment and violence in parliamentary workplaces, such as the Senate, the Library of Parliament and the House of Commons, and to political staff working on Parliament Hill. 
There are currently two separate regimes in place to deal with issues of violence and sexual harassment under the Canada Labour Code. They each have their own requirements and mechanisms for settling disputes, which creates an imbalance in how these matters are dealt with.
The current regimes do not apply to the same workplaces. Current sexual harassment rules only apply in the federally regulated private sector and most Crown corporations, whereas rules pertaining to violence also apply to the federal public service. Neither framework applies to parliamentary employees.
Bill C-65 would create a single, integrated regime to protect all federally regulated employees against harassment and violence in the workplace. As part of the Government of Canada's strategy to combat gender-based violence, the bill proposes a new framework that will prevent incidents of harassment and violence from occurring, respond effectively to these incidents when they do occur and support victims of harassment and violence while also protecting their privacy. Protecting victims' privacy is extremely important. 
 More specifically, Bill C-65 would amend the Canada Labour Code to expand the existing violence prevention requirements in part II of the Canada Labour Code, which deals with occupational health and safety; ensure that employers take preventive action and protect employees from harassment and violence at work; and repeal the existing sexual harassment provisions in part III of the code, which deals with labour standards, to create a single integrated regime to protect federally regulated employees under part II of the code.
Furthermore, the bill would amend the Canada Labour Code to require employers, through the regulatory framework and the corresponding regulations, to prevent harassment and violence. This includes ensuring that employees receive training, or even that they take the initiative themselves, and working with employees to develop a harassment and violence prevention policy.
The bill would also require employers to respond to incidents of harassment and violence, within a specified time frame; resolve the complaint and, if a resolution is not possible, designate a competent person to conduct investigations; inform the complainant and, in accordance with privacy measures, update the workplace committee on the investigation; implement the recommendations resulting from the investigation; and record and report all incidents of harassment and violence.
The bill would require employers to support employees who are victims of harassment and violence, as well as protect their privacy, which includes providing assistance and giving access to the workplace committees. 
The bill will repeal the sections of the Canada Labour Code that permit exemptions to the establishment of a workplace committee, and will only allow exemptions when there is already a committee with the same health and safety responsibilities. It will broaden the scope of part II of the code to include staff of ministers' offices, who are also known as exempt staff. 
The amendments to the Parliamentary Employment Staff Relations Act are extremely important. Bill C-65 would enact part III of the Parliamentary Employment and Staff Relations Act, which incorporates by reference part II of the code. The act applies to parliamentary employers and employees, without limiting in any way the powers, privileges and immunities of the Senate and the House of Commons and their members.
More specifically, Bill C-65 would amend the act in order to incorporate by reference the provisions concerning workplace health and safety found in part II of the code with certain changes. First, the Deputy Minister of Labour will exercise the powers and perform the duties and functions of the minister when a member of the Senate or House of Commons is involved. Furthermore, the application of all directions and any appeals of these directions will be undertaken when they are tabled in the House of Commons or the Senate, or both. Appeals of these directions will be referred to the Federal Public Sector Labour Relations and Employment Board. 
The bill would amend the act to ensure the protection of parliamentary privileges by stating that all powers, privileges and immunities conferred or imposed may be exercised as long as they do not interfere, directly or indirectly, with the business of the House of Commons or the Senate.
Bill C-65 would require annual reporting and a five-year review, which is also appreciated. More specifically, the bill's proposed amendments will require: the Minister of Labour to prepare and publish an annual report that contains statistical data relating to harassment and violence in federally regulated workplaces, including parliamentary workplaces; that the harassment and violence provisions introduced in the Canada Labour Code and the Parliamentary Employment and Staff Relations Act by Bill C-65 be reviewed five years after coming into force and every five years after that and that the responsible minister prepare and table reports on these reviews in every House of Parliament; and that the federal Public Service Labour Relations and Employment Board submit an annual report on its activities under part III of the PESRA and part II of the code as it applies to parliamentary workplaces and that the responsible minister table the report in each of the House of Parliament. 
There are 10 Senate amendments of which four will be accepted by the government, one is to be amended and five rejected.
 The amendments that are to be accepted will strengthen the legislation to prevent workplace violence or harassment. They are: amendment 3, which will provide greater certainty to those who experience workplace violence and harassment by explicitly stating that nothing in this part shall be construed so as to abrogate or derogate from the rights provided for under the Canadian Human Rights Act; amendment 5(b), which replaces the term “trivial, frivolous, or vexatious” with the term “abuse of process” so as to eliminate negative associations regarding coming forward with complaint; amendment 6 so that the annual report prepared by the minister regarding incidents of workplace harassment and violence includes information that is categorized according to the prohibited grounds of discrimination under the Canadian Human Rights Act; and amendment 7(a), which will provide greater certainty to those coming forward with complaints, including complaints outside of harassment and violence, that Bill C-65 would not limit one's ability to take a case to the Canadian Human Rights Commission.
Amendment 4 is to be accepted with amendments. The suggestion from the Senate is to add two paragraphs to clause 3 of the bill. We are rejecting these two amendments and renaming them. The addition of these names aligns with the intent of Bill C-65 regarding the training of designated persons to whom complaints can be made. 
The government respectfully disagrees with amendment 1. Replacing the word “means” with “includes” would result in a lack of clarity for both employers and employees. 
The government respectfully disagrees with amendment 2. In focusing on harassment and violence, it would create an imbalance relative to all of the other occupational health and safety measures under part II of the Canada Labour Code.
 We propose that the paragraph from amendment 4 be deleted because the addition of the proposed paragraph would mean that a single incident of harassment and violence in a workplace would be considered a violation of the Canada Labour Code on the part of the employer, which would undermine the framework for addressing harassment and violence that Bill C-65 seeks to establish.",Liberal,Winnipeg Centre,Robert-Falcon Ouellette,Man
